ID,ID_nm,CODE,SD_nm_rev,ADD,SGG_cd_rev,SGG_nm_rev,HEMD_cd,HEMD_cd2,HEMD_nm,BEMD_cd,BEMD_nm,WGS_X_rev,WGS_Y_rev,yr_2001,yr_2002,yr_2003,yr_2004,yr_2005,yr_2006,yr_2007,yr_2008,yr_2009,yr_2010,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2018,yr_2019,yr_2020
111232,,B,서울,서울 영등포구 영중로 37 ,11190,영등포구,1156053500,1119074,영등포동,1156010500,영등포동4가,126.9046617,37.5193597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111241,,A,서울,서울 동작구 사당로 16아길 6 ,11200,동작구,1159065000,1120066,사당4동,1159010700,사당동,126.9716482,37.4809827,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111242,,B,서울,서울 서울 동작구 사당동 739,11200,동작구,1159063000,1120073,사당2동,1159010700,사당동,126.98265,37.4917,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
111251,,A,서울,서울 관악구 신림동길 14 ,11210,관악구,1162069500,1121069,신림동,1162010200,신림동,126.9270999,37.4873354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111261,,A,서울,서울 강남구 학동로 426 ,11230,강남구,1168059000,1123059,삼성2동,1168010500,삼성동,127.0475722,37.51749,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111261,이전,A,서울,서울 강남구 대치동 646-2 ,11230,강남구,1168060000,1123060,대치1동,1168010600,대치동,127.0567467,37.4931902,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111262,,A,서울,서울 서초구 신반포로 15길 16 ,11220,서초구,1165057000,1122058,반포2동,1165010700,반포동,126.9944655,37.5045613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111263,,B,서울,서울 강남구 도산대로 104 ,11230,강남구,1168052100,1123052,논현1동,1168010800,논현동,127.0203397,37.5160779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111264,,B,서울,서울 서초구 강남대로 201,11220,서초구,1165065100,1122066,양재1동,1165010200,양재동,127.03666,37.4821,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
111271,폐쇄,A,서울,서울 송파구 잠실본동 230-1 ,11240,송파구,1171065000,1124071,잠실본동,1171010100,잠실동,127.0843962,37.5061486,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
111273,,A,서울,서울 송파구 백제고분로 236,11240,송파구,1171061000,1124064,삼전동,1171010600,삼전동,127.092525,37.5026972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
111273,이전,A,서울,서울 송파구 올림픽로 424 ,11240,송파구,1171056600,1124059,오륜동,1171011100,방이동,127.1154342,37.5203515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
111274,,A,서울,서울 강동구 구천면로 42길 59 ,11250,강동구,1174060000,1125061,천호1동,1174010900,천호동,127.1368025,37.5450092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111275,,B,서울,서울 강동구 천호대로 1151,11250,강동구,1174068500,1125074,길동,1174010500,길동,127.139349,37.5341611,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
111281,,A,서울,서울 금천구 금하로 21길 20 ,11180,금천구,1154571000,1118061,시흥5동,1154510300,시흥동,126.9083175,37.452401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111282,,B,서울,서울 금천구 독산동 996-9,11180,금천구,1154563000,1118054,독산3동,1154510200,독산동,126.8989,37.4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
111291,,A,서울,서울 강북구 삼양로139길 49 ,11180,금천구,1130564500,1109074,우이동,1130510300,수유동,127.0119468,37.6479648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
111291,이전,A,서울,서울 강북구 덕릉로 41길 74 ,11090,강북구,1130559500,1109060,번1동,1130510200,번동,127.0288604,37.6378966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
111301,,A,서울,서울 양천구 중앙로 52길 56,11150,양천구,1147065000,1115072,신정4동,1147010100,신정동,126.856597,37.5259502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
111301,이전,A,서울,서울 양천구 은행정로 11가길 8 ,11150,양천구,1147065000,1115072,신정4동,1147010100,신정동,126.858706,37.5234117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
111311,,A,서울,서울 노원구 상계로 23길 17,11110,노원구,1135064000,1111066,상계2동,1135010500,상계동,127.0685274,37.658823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111312,,B,서울,서울 노원구 화랑로 429 ,11110,노원구,1135059500,1111079,공릉1동,1135010300,공릉동,127.0751676,37.6177972,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
131111,,A,경기,경기 수원시 팔달구 신풍로 23번길 68,31013,수원시 팔달구,4111574000,3101372,행궁동,4111513000,신풍동,127.0104685,37.2838456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131112,,A,경기,경기 수원시 팔달구 효원로 241,31013,수원시 팔달구,4111573000,3101356,인계동,4111514100,인계동,127.0287264,37.2636323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131113,,A,경기,경기 수원시 영통구 법조로 129,31014,수원시 영통구,4111761000,3101463,광교2동,4111710400,하동,127.0706188,37.2913165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
131113,이전,A,경기,경기 수원시 팔달구 경수대로 656번길 37-17,31013,수원시 팔달구,4111571000,3101354,우만1동,4111514000,우만동,127.0293838,37.2853178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
131114,,A,경기,경기 수원시 영통구 영통로217번길 12,31014,수원시 영통구,4111758000,3101465,영통2동,4111710500,영통동,127.0562974,37.2468968,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131115,,A,경기,경기 수원시 장안구 서부로 2066,31011,수원시 장안구,4111156600,3101155,율천동,4111113300,천천동,126.977451797569,37.2948993731968,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131116,,B,경기,경기 수원시 팔달구 인계동 1047,31013,수원시 팔달구,4111573000,3101356,인계동,4111514100,인계동,127.0306,37.2781,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131117,,A,경기,경기 수원시 권선구 서부로 1600,31012,수원시 권선구,4111355000,3101255,평동,4111312800,고색동,126.976368671129,37.2522770193792,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131118,,A,경기,경기 수원시 권선구 칠보로 161,31012,수원시 권선구,4111366400,3101266,호매실동,4111313500,호매실동,126.9570114,37.266149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131120,,B,경기,경기 성남시 분당구 판교동 652-1,31023,성남시 분당구,4113565000,3102375,판교동,4113510800,판교동,127.102753923449,37.382257876374,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
131121,,A,경기,경기 성남시 수정구 희망로506번길 21,31021,성남시 수정구,4113159000,3102160,단대동,4113110400,단대동,127.1554779,37.4493166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131123,,A,경기,경기 성남시 분당구 황새울로18번길 14,31023,성남시 분당구,4113554500,3102378,정자동,4113510300,정자동,127.1115345,37.3614285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131124,,A,경기,경기 성남시 분당구 분당로 50,31023,성남시 분당구,4113552000,3102353,수내1동,4113510200,수내동,127.1191436,37.3826246,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131125,,B,경기,경기 경기 성남시 수정구 수진동 4531,31022,성남시 중원구,4113158000,3102159,수진2동,4113110300,수진동,127.1293,37.4339,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131126,,A,경기,경기 성남시 수정구 복정동 515,31021,성남시 수정구,4113162000,3102167,복정동,4113110700,복정동,127.13117,37.45719,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131127,폐쇄,A,경기,경기 성남시 중원구 둔촌대로 252,31022,성남시 중원구,4113366000,3102260,하대원동,4113310900,하대원동,127.1463702,37.4282744,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
131128,,A,경기,경기 성남시 분당구 운중로 138번길 10,31023,성남시 분당구,4113568000,3102368,운중동,4113511500,운중동,127.0778655,37.3905007,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
131129,,A,경기,경기 성남시 중원구 둔촌대로 425,31022,성남시 중원구,4113357000,3102257,상대원1동,4113310500,상대원동,127.1643488,37.4331605,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
131131,,A,경기,경기 의정부시 범골로 138 ,31030,의정부시,4115052000,3103052,의정부2동,4115010100,의정부동,127.0404282,37.735617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131132,,A,경기,경기 의정부시 가능로 152번길 14 ,31030,의정부시,4115051000,3103069,의정부1동,4115010100,의정부동,127.0475853,37.7463791,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131133,,A,경기,경기 의정부시 민락동 886,31030,의정부시,4115057800,3103071,송산3동,4115010600,민락동,127.1059,37.7481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131141,,A,경기,경기 안양시 만안구 안양로 170번길 23 ,31041,안양시 만안구,4117156000,3104156,안양6동,4117110100,안양동,126.9306112,37.3900356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131142,이전,A,경기,경기 안양시 동안구 시민대로 235,31042,안양시 동안구,4117356600,3104258,부림동,4117310200,관양동,126.9577103,37.3943954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131144,,A,경기,경기 안양시 동안구 경수대로 504,31042,안양시 동안구,4117360000,3104264,호계3동,4117310400,호계동,126.9588026,37.3676705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131144,,A,경기,경기 안양시 동안구 경수대로 665번길11,31042,안양시 동안구,4117359000,3104263,호계2동,4117310400,호계동,126.9526877,37.3811865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
131145,이전,A,경기,경기 안양시 만안구 안양로 384번길 50,31041,안양시 만안구,4117152000,3104152,안양2동,4117110100,안양동,126.9178258,37.4050931,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131161,폐쇄,A,경기,경기 광명시 시청로 20 ,31060,광명시,4121061000,3106060,철산3동,4121010200,철산동,126.8646311,37.4780385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131161,,A,경기,경기 광명시 철산로 32 ,31060,광명시,4121061000,3106060,철산3동,4121010200,철산동,126.8698022,37.476259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
131162,이전,A,경기,경기 광명시 광명3동 136-8,31060,광명시,4121054000,3106053,광명3동,4121010100,광명동,126.856932,37.4802439,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
131163,,A,경기,경기 광명시 소하일로 7,31060,광명시,4121064000,3106066,소하1동,4121010400,소하동,126.8879971,37.4454627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
131163,,A,경기,경기 광명시 소하로 25,31060,광명시,4121064000,3106066,소하1동,4121010400,소하동,126.8849369,37.4521557,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
131191,,A,경기,경기 안산시 단원구 화랑로 387,31092,안산시 단원구,4127353200,3109275,중앙동,4127310100,고잔동,126.831598,37.3221683,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131192,,A,경기,경기 안산시 단원구 산단로 112 ,31092,안산시 단원구,4127357000,3109266,초지동,4127310500,원시동,126.7885211,37.3052997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131193,,A,경기,경기 안산시 상록구 각골로 75 ,31091,안산시 상록구,4127155000,3109155,본오2동,4127110400,본오동,126.8723113,37.296117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131194,,A,경기,경기 안산시 단원구 원선로 91 ,31092,안산시 단원구,4127355500,3109278,백운동,4127310800,원곡동,126.801774,37.3316645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131195,,A,경기,경기 안산시 상록구 성호로 326 ,31091,안산시 상록구,4127157000,3109157,부곡동,4127110700,부곡동,126.8609908,37.3317809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131196,,A,경기,경기 안산시 단원구 대부중앙로 97-9,31092,안산시 단원구,4127361000,3109272,대부동,4127311100,대부북동,126.585195,37.2435475,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131197,,A,경기,경기 안산시 단원구 안산천남로 119,31092,안산시 단원구,4127353500,3109273,호수동,4127310100,고잔동,126.8334886,37.3049676,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131198,,B,경기,경기 안산시 단원구 고잔동 554-1,31092,안산시 단원구,4127353500,3109273,호수동,4127310100,고잔동,126.82812,37.31666,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
131201,,A,경기,경기 과천시 코오롱로 53 ,31110,과천시,4129053000,3111053,별양동,4129010900,별양동,126.994483,37.4239082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131202,,A,경기,경기 과천시 과천동 249,31110,과천시,4129055000,3111055,과천동,4129010500,과천동,127.0031326,37.4489678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131211,폐쇄,A,경기,경기 구리시 아차산로 439,31120,구리시,4131054100,3112054,교문1동,4131010400,교문동,127.1299366,37.5943722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131212,이전,A,경기,경기 구리시 동구릉로 217-14 ,31120,구리시,4131052000,3112052,동구동,4131010300,인창동,127.1384921,37.6184026,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131221,,A,경기,경기 경기 의왕시 오전동 892,31170,의왕시,4143053000,3117053,오전동,4143010500,오전동,126.9735792,37.3503731,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131222,이전,A,경기,경기 의왕시 덕영대로 166 ,31170,의왕시,4143052000,3117052,부곡동,4143010300,삼동,126.9573035,37.3177111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131222,,A,경기,경기 의왕시 부곡중앙남1길 19 ,31170,의왕시,4143052000,3117052,부곡동,4143010300,삼동,126.9504091,37.3194072,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
131223,,A,경기,경기 의왕시 시청로11,31170,의왕시,4143051000,3117051,고천동,4143010100,고천동,126.9690955,37.3447925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
131223,,A,경기,경기 의왕시 사그내길 11 ,31170,의왕시,4143051000,3117051,고천동,4143010100,고천동,126.9757821,37.347734,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
131231,,A,경기,경기 시흥시 정왕대로233번길 19 ,31150,시흥시,4139059100,3115065,정왕1동,4139013200,정왕동,126.7401276,37.3466573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131232,,A,경기,경기 시흥시 공단1대로 204 ,31150,시흥시,4139059200,3115061,정왕2동,4139013200,정왕동,126.7241144,37.3372049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131233,,A,경기,경기 시흥시 복지로 37 ,31150,시흥시,4139051000,3115051,대야동,4139010100,대야동,126.7885296,37.4430613,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131234,,A,경기,경기 시흥시 솔고개길 33 ,31150,시흥시,4139057000,3115056,목감동,4139012600,목감동,126.8612839,37.3855949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131235,,A,경기,경기 시흥시 시청로 20 ,31150,시흥시,4139063000,3115070,연성동,4139012900,장현동,126.8032957,37.3801115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131241,,A,경기,경기 남양주시 경춘로 1037 ,31130,남양주시,4136053000,3113053,금곡동,4136010300,금곡동,127.216278,37.6357043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131242,,A,경기,경기 남양주시 오남읍 진건오남로 806-34,31130,남양주시,4136026200,3113015,오남읍,4136026221,오남읍 양지리,127.2047623,37.6987718,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
131243,,A,경기,경기 남양주시 별내중앙로 148,31130,남양주시,4136057000,3113057,별내동,4136011100,별내동,127.1160267,37.6530795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
131244,,A,경기,경기 남양주시 화도읍 비룡로 59,31130,남양주시,4136025600,3113013,화도읍,4136025621,화도읍 마석우리,127.3004583,37.6578044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
131245,,B,경기,경기 남양주시 다산동 산3109-4,31130,남양주시,4136056500,3113059,다산2동,4136011200,다산동,127.163,37.6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131341,,A,경기,경기 평택시 경기대로 245 ,31070,평택시,4122063000,3107065,비전2동,4122011800,비전동,127.1129133,36.9924098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131342,,A,경기,경기 평택시 안중읍 안현로 400 ,31070,평택시,4122025300,3107012,안중읍,4122025321,안중읍 안중리,126.9313436,36.9857326,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
131343,,A,경기,경기 평택시 포승읍 평택항로184번길 38 ,31070,평택시,4122025600,3107013,포승읍,4122025624,포승읍 만호리,126.8455125,36.9746832,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
131344,,A,경기,경기 평택시 지산2로 113 송북동 ,31070,평택시,4122056000,3107056,송북동,4122011000,지산동,127.0601605,37.0816383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
131345,,A,경기,경기 평택시 청북읍 안청로2길 60,31070,평택시,4122025900,3107014,청북읍,4122025924,청북읍 옥길리,126.9178485,37.020925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131371,,A,경기,경기 파주시 후곡로 13,31200,파주시,4148051000,3120053,금촌1동,4148010100,금촌동,126.7741492,37.7560609,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
