ID,ID_nm,CODE,SD_nm_rev,ADD,SGG_cd_rev,SGG_nm_rev,HEMD_cd,HEMD_cd2,HEMD_nm,BEMD_cd,BEMD_nm,WGS_X_rev,WGS_Y_rev,yr_2001,yr_2002,yr_2003,yr_2004,yr_2005,yr_2006,yr_2007,yr_2008,yr_2009,yr_2010,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2018,yr_2019,yr_2020
131372,,A,경기,경기 파주시 와석순환로 470 ,31200,파주시,4148055000,3120056,운정1동,4148012200,와동동,126.75643,37.72315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
131373,,C,경기,경기 파주시 군내면 통일촌길 220 ,31200,파주시,4148038000,,군내면,4148038021,군내면 백연리,126.730921,37.9061206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
131374,,A,경기,경기 파주시 파주읍 교육길 13 ,31200,파주시,4148025300,3120012,파주읍,4148025327,파주읍 연풍리,126.8330053,37.830846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131381,,A,경기,경기 고양시 덕양구 화신로 148 ,31101,고양시 덕양구,4128165500,3110169,행신3동,4128112800,행신동,126.8421548,37.6250664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131382,,A,경기,경기 고양시 일산동구 위시티로 151,31103,고양시 일산동구,4128551000,3110351,식사동,4128510100,식사동,126.8133239,37.6856252,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131383,,B,경기,경기 고양시 일산동구 장항2동 888,31103,고양시 일산동구,4128559000,3110359,장항2동,4128510400,장항동,126.776,37.6545,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131384,,A,경기,경기 고양시 덕양구 신원2로 24 ,31101,고양시 덕양구,4128152000,3110152,원신동,4128110300,신원동,126.886374,37.6664793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
131385,,A,경기,경기 고양시 일산서구 주엽로 104,31104,고양시 일산서구,4128756000,3110456,주엽2동,4128710200,주엽동,126.7565038,37.6684613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
131392,,A,경기,경기 광주시 중앙로 128 ,31250,광주시,4161051000,3125054,경안동,4161010100,경안동,127.257946,37.4111321,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131394,,A,경기,경기 광주시 오포읍 오포로 859번길 29,31250,광주시,4161025000,3125011,오포읍,4161025025,오포읍 추자리,127.2286186,37.3661517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131395,,A,경기,경기 광주시 곤지암읍 광여로 59,31250,광주시,4161025900,3125014,곤지암읍,4161025921,곤지암읍 곤지암리,127.3524042,37.3509449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131411,,A,경기,경기 용인시 처인구 금령로 50 ,31191,용인시 처인구,4146151000,3119151,중앙동,4146110100,김량장동,127.2017321,37.234387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131412,,A,경기,경기 용인시 수지구 수지로 342번길 3,31193,용인시 수지구,4146551000,3119351,풍덕천1동,4146510100,풍덕천동,127.0949924,37.3279092,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131413,,A,경기,경기 용인시 기흥구 관곡로 95,31192,용인시 기흥구,4146352000,3119252,구갈동,4146310200,구갈동,127.1149242,37.2803475,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131413,이전,A,경기,경기 기흥구 구갈동 355,31192,용인시 기흥구,4146352000,3119252,구갈동,4146310200,구갈동,127.1149242,37.2803475,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131414,,B,경기,경기 용인시 기흥구 구갈동 505-3,31192,용인시 기흥구,4146352000,3119252,구갈동,4146310200,구갈동,127.11355,37.27533,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
131415,,A,경기,경기 용인시 처인구 모현읍 독점로 31-6 ,31191,용인시 처인구,4146125300,3119112,모현읍,4146125322,모현읍 갈담리,127.242365,37.3295123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131416,,A,경기,경기 용인시 처인구 이동읍 경기동로 673,31191,용인시 처인구,4146125600,3119113,이동읍,4146125621,이동읍 송전리,127.1960731,37.141039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131417,,A,경기,경기 용인시 처인구 백암면 백암로185번길 12,31191,용인시 처인구,4146135000,3119135,백암면,4146135021,백암면 백암리,127.3748948,37.1632753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131441,폐쇄,C,경기,경기 이천시 설성면 신필리 산 88-6 ,31210,이천시,4150037000,3121037,설성면,4150037025,설성면 신필리,127.5524042,37.1377116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131441,,C,경기,경기 이천시 설성면 신필리 산 88-5 ,31210,이천시,4150037000,3121037,설성면,4150037025,설성면 신필리,127.5472211,37.1386381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131442,,A,경기,경기 이천시 영창로 163번길 28,31210,이천시,4150051000,3121051,창전동,4150010100,창전동,127.4409228,37.2834984,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131443,,A,경기,경기 이천시 장호원읍 오남리 27 ,31210,이천시,4150025000,3121011,장호원읍,4150025022,장호원읍 오남리,127.6296762,37.1142783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131444,,A,경기,경기 이천시 부발읍 무촌로 117 ,31210,이천시,4150025300,3121012,부발읍,4150025321,부발읍 무촌리,127.4866877,37.2832822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131451,이전,C,경기,경기 포천시 관인면 사정리 140,31270,포천시,4165040000,3127040,관인면,4165040026,관인면 사정리,127.252478,38.1238431,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131452,,A,경기,경기 경기 포천시 중앙로 87,31270,포천시,4165051000,3127051,포천동,4165010100,신읍동,127.2001932,37.8945948,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
131453,,A,경기,경기 포천시 삼육사로2186번길 11-15 ,31270,포천시,4165052000,3127052,선단동,4165010400,선단동,127.1593088,37.8534765,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
131454,,A,경기,경기 포천시 화동로 1099번길 30,31270,포천시,4165037000,3127037,일동면,4165037023,일동면 기산리,127.3173221,37.9613217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
131471,,A,경기,경기 김포시 돌문로 51 ,31230,김포시,4157054000,3123053,사우동,4157010600,사우동,126.7168497,37.6193643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131472,,A,경기,경기 김포시 고촌읍 신곡로 152,31230,김포시,4157025300,3123012,고촌읍,4157025322,고촌읍 풍곡리,126.7628432,37.6067728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131473,,A,경기,경기 김포시 월곶면 군하로 263 ,31230,김포시,4157035000,3123035,월곶면,4157035021,월곶면 군하리,126.5528427,37.7151334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131473,,A,경기,경기 김포시 통진읍 김포대로 2250번길 24-11,31230,김포시,4157025000,3123011,통진읍,4157025022,통진읍 마송리,126.5973545,37.6918945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
131474,,A,경기,경기 김포시 양촌읍 양곡2로 30번길 46 ,31230,김포시,4157025600,3123013,양촌읍,4157025621,양촌읍 양곡리,126.6294169,37.6531775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131475,,B,경기,경기 김포시 장기동 1924-4,31230,김포시,4157056000,3123056,장기동,4157010400,장기동,126.67507,37.64912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131501,,A,경기,경기 군포시 산본로197번길 36 ,31160,군포시,4141051000,3116051,군포1동,4141010100,당동,126.9451682,37.3537184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131502,,A,경기,경기 군포시 청백리길 6 ,31160,군포시,4141057000,3116057,재궁동,4141010500,금정동,126.9350184,37.3618812,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131531,,A,경기,경기 오산시 경기동로 51 ,31140,오산시,4137051000,3114051,중앙동,4137010100,오산동,127.0773092,37.1588539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131532,이전,B,경기,경기 오산시 금암동 542-14,31140,오산시,4137054000,3114054,신장동,4137010700,금암동,127.0519438,37.1705663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131541,,A,경기,경기 하남시 대청로 10 ,31180,하남시,4145053000,3118053,신장2동,4145010600,신장동,127.2149791,37.5393555,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131542,,A,경기,경기 하남시 아리수로 531,31180,하남시,4145062000,3118063,미사2동,4145010900,망월동,127.1860595,37.5671734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131551,이전,A,경기,경기 화성시 남양성지로 192-5 ,31240,화성시,4159026200,3124015,남양읍,4159010100,남양읍 남양리,126.8238556,37.2114313,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131552,,A,경기,경기 화성시 향남읍 발안로 89 ,31240,화성시,4159025900,3124014,향남읍,4159025939,향남읍 행정리,126.9205897,37.1320562,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131553,,A,경기,경기 화성시 동탄반석로 87 ,31240,화성시,4159058600,3124060,동탄2동,4159012700,반송동,127.0723177,37.1969406,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
131554,,A,경기,경기 화성시 우정읍 쌍봉로 109-14,31240,화성시,4159025600,3124013,우정읍,4159025632,우정읍 조암리,126.8154713,37.0896202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
131555,,A,경기,경기 화성시 동탄순환대로22길 13 ,31240,화성시,4159058800,3124064,동탄4동,4159013000,청계동,127.1192706,37.1966141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
131556,,A,경기,경기 화성시 새솔동 수노을중앙로 178 ,31240,화성시,4159051500,3124067,새솔동,4159014000,새솔동,126.8187217,37.2812493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131557,,A,경기,경기 화성시 봉담읍 샘마을1길 8-4 ,31240,화성시,4159025300,3124012,봉담읍,4159025321,봉담읍 상리,126.9490355,37.2194294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131558,,A,경기,경기 화성시 서신면 궁평항로 1702 ,31240,화성시,4159035000,3124037,서신면,4159035029,서신면 매화리,126.7089997,37.1663801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131561,,A,경기,경기 양주시 백석읍 꿈나무로 199 ,31260,양주시,4163025000,3126011,백석읍,4163025022,백석읍 오산리,126.9872736,37.7923683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
131561,이전,A,경기,경기 양주시 광적면 가래비길93 ,31260,양주시,4163033000,3126033,광적면,4163033021,광적면 가납리,126.9836755,37.8246022,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
131562,,A,경기,경기 양주시 고읍남로 205,31260,양주시,4163052000,3126052,양주2동,4163010600,광사동,127.0847443,37.7916882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
131571,이전,A,경기,경기 동두천시 싸리말로28,31080,동두천시,4125055000,3108055,보산동,4125010600,보산동,127.0613033,37.9176706,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
131571,이전,A,경기,경기 동두천시 생연동 807-10 ,31080,동두천시,4125052000,3108052,생연2동,4125010300,생연동,127.049027777778,37.90175,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
131581,,A,경기,경기 안성시 시청길 25 ,31220,안성시,4155051000,3122051,안성1동,4155010100,봉산동,127.2797834,37.0079127,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
131583,,A,경기,경기 안성시 공도읍 공도4로 8 ,31220,안성시,4155025000,3122011,공도읍,4155025029,공도읍 만정리,127.1726168,37.0011764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131584,,A,경기,경기 안성시 죽산면 남부길 60,31220,안성시,4155040000,3122040,죽산면,4155040021,죽산면 죽산리,127.4244655,37.074675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131591,,A,경기,경기 여주시 여흥로11번길 26,31280,여주시,4167052000,3128052,중앙동,4167010700,하동,127.6290562,37.2986733,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
131592,,A,경기,경기 여주시 대신면 율촌1길 12-10,31280,여주시,4167035000,3128036,대신면,4167035037,대신면 율촌리,127.5844617,37.3714694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131593,이전,A,경기,경기 여주시 가남읍 태평중앙1길 20 ,31280,여주시,4167025000,3128011,가남읍,4167025021,가남읍 태평리,127.5452341,37.2016372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131601,,A,경기,경기 연천군 연천읍 차현로 58 ,31350,연천군,4180025000,3135011,연천읍,4180025021,연천읍 차탄리,127.0762704,38.0964618,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
131611,이전,A,경기,경기 가평군 가평읍 석봉로 181 ,31370,가평군,4182025000,3137011,가평읍,4182025021,가평읍 읍내리,127.5098045,37.8312826,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
131612,이전,A,경기,경기 가평군 설악면 한서로 8 ,31370,가평군,4182031000,3137031,설악면,4182031021,설악면 신천리,127.4944695,37.6759693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131621,,A,경기,경기 양평군 용문면 용문로 395,31380,양평군,4183040000,3138040,용문면,4183040024,용문면 다문리,127.5961592,37.4870835,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
131622,,A,경기,경기 양평군 양평읍 마유산로 17 ,31380,양평군,4183025000,3138011,양평읍,4183025021,양평읍 양근리,127.4866647,37.4970119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131991,이전,C,경기,경기 연천군 중면 황산리 산 108-1,31350,연천군,4180037000,3135037,중면,4180037000,중면,127.0406077,38.1331334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132112,,A,강원,강원 춘천시 중앙로 135 ,32010,춘천시,4211054500,3201054,약사명동,4211010600,중앙로3가,127.7202222,37.8755531,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132112,,A,강원,강원 강원도 춘천시 요선동 4-15,32010,춘천시,4211058000,3201058,소양동,4211010200,요선동,127.7285601,37.8832493,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132113,,A,강원,강원 춘천시 외솔길 17,32010,춘천시,4211065000,3201066,석사동,4211012400,석사동,127.7497028,37.8570493,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
132113,이전,A,강원,강원 춘천시 신북읍 신북로 386-1,32010,춘천시,4211025000,3201011,신북읍,4211025024,신북읍 산천리,127.7447155,37.9586104,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132113,,A,강원,강원 강원도 춘천시 효자3동 17-3,32010,춘천시,4211064000,3201065,효자3동,4211011200,효자동,127.7457631,37.8758092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132118,이전,A,강원,강원 춘천시 사우4길 26 ,32010,춘천시,4211070500,3201071,신사우동,4211011800,우두동,127.7280568,37.9057376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132119,,B,강원,강원 춘천시 온의동 155-11,32010,춘천시,4211067500,3201068,강남동,4211012100,온의동,127.7205892,37.8656427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132401,,C,강원,강원 양구군 소풍정길 212-24,32380,양구군,4280033000,3238033,방산면,4280033026,방산면 송현리,127.9585759,38.2244206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132402,이전,A,강원,강원 양구군 양구읍 관공서로 33 ,32380,양구군,4280025000,3238011,양구읍,4280025022,양구읍 중리,127.9897376,38.109192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
132901,,C,강원,강원 동해시 송정동 1147 ,32040,동해시,4217052000,3204052,송정동,4217010300,송정동,129.1240708,37.4905719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132902,이전,C,강원,강원 동해시 임항로 121 ,32040,동해시,4217057000,3204057,발한동,4217011100,발한동,129.1109335,37.5479661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132991,이전,C,강원,강원 철원군 철원읍 산명리1345,32360,철원군,4278025000,3236011,철원읍,4278025031,철원읍 산명리,127.1781317,38.2920138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132992,,C,강원,강원 화천군 화천읍 풍산리 산269,32370,화천군,4279025000,3237011,화천읍,4279025026,화천읍 풍산리,127.7680755,38.2481015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132993,,C,강원,강원 고성군 수동면 신탄리 산6,32400,고성군,4282034000,3240026,수동면,4282034026,수동면 신탄리,128.2577938,38.3811819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132994,,C,강원,강원 고성군 수동면 외면리 산14,32400,고성군,4282034000,3240026,수동면,4282034022,수동면 외면리,128.3414497,38.5632082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221112,이전,A,부산,부산 중구 광복로 55번길 10 ,21010,중구,2611057000,2101057,광복동,2611012700,신창동1가,129.030398,35.0999576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221131,,B,부산,부산 동구 초량동1170,21030,동구,2617053000,2103053,초량3동,2617010100,초량동,129.0465,35.1268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221141,,A,부산,부산 영도구 전망로 24 ,21040,영도구,2620066000,2104066,동삼2동,2620012100,동삼동,129.079838,35.0597217,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
221141,,A,부산,부산 영도구 동삼동 1,21040,영도구,2620066000,2104066,동삼2동,2620012100,동삼동,129.0902,35.0743,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221142,,A,부산,부산 영도구 청학남로 13번길 18 ,21040,영도구,2620064000,2104064,청학2동,2620012000,청학동,129.0594978,35.090756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221152,,A,부산,부산 부산진구 전포대로 209번길 26 ,21050,부산진구,2623060000,2105083,전포1동,2623010200,전포동,129.0632755,35.1561549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
221152,이전,A,부산,부산 부산진구 전포대로 175번길 22,21050,부산진구,2623060000,2105083,전포1동,2623010200,전포동,129.0648239,35.1528513,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
221152,,A,부산,부산 부산진구 범천동 849-10,21050,부산진구,2623077000,2105077,범천1동,2623010400,범천동,129.0598976,35.1461972,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221162,이전,B,부산,부산 동래구 중앙대로 1335번길 24,21060,동래구,2626056000,2106056,온천2동,2626010800,온천동,129.07777,35.20672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221163,,A,부산,부산 동래구 명장로 32 ,21060,동래구,2626076100,2106063,명장1동,2626010100,명장동,129.1042446,35.2046703,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
221163,,A,부산,부산 동래구 복천동 381 ,21060,동래구,2626052000,2106052,복산동,2626010500,복천동,129.0835522,35.2053259,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221172,,A,부산,부산 남구 수영로 196번길 80 ,21070,남구,2629054000,2107054,대연4동,2629010600,대연동,129.08766,35.1303481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221181,,A,부산,부산 사상구 대동로 205 ,21150,사상구,2653067000,2115063,학장동,2653010700,학장동,128.9837896,35.1460638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221182,,A,부산,부산 북구 덕천2길 10,21080,북구,2632051000,2108051,구포1동,2632010500,구포동,129.0066607,35.2084594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
221182,,A,부산,부산 북구 만덕대로 155번길 81 ,21080,북구,2632055000,2108056,덕천1동,2632010400,덕천동,129.0197458,35.2158674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
221183,,A,부산,부산 북구 화명동 2280 ,21080,북구,2632054300,2108063,화명3동,2632010200,화명동,129.0102,35.2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221191,,A,부산,부산 금정구 청룡로 25 ,21110,금정구,2641066500,2111067,청룡노포동,2641010300,청룡동,129.0898684,35.2752428,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
221191,,A,부산,부산 해운대구 재송1동 1106-5,21090,해운대구,2635065000,2109064,재송1동,2635010400,재송동,129.123507,35.1839327,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221192,이전,A,부산,부산 해운대구 양운로 91,21090,해운대구,2635055100,2109066,좌1동,2635010700,좌동,129.1742075,35.1708686,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221193,,A,부산,부산 해운대구 재송동 1191,21090,해운대구,2635065000,2109064,재송1동,2635010400,재송동,129.1202084,35.1827824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221202,,A,부산,부산 사하구 장림로 161번길 2 ,21100,사하구,2638058000,2110060,장림1동,2638010500,장림동,128.9668797,35.0830477,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221202,이전,A,부산,부산 사하구 신평동 509 ,21100,사하구,2638057100,2110058,신평1동,2638010400,신평동,128.9698031,35.0882254,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221211,,A,부산,부산 강서구 체육공원로 43 ,21120,강서구,2644051000,2112051,대저1동,2644010100,대저1동,128.9715179,35.2095307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
221211,,A,부산,부산 강서구 낙동북로 236,21120,강서구,2644051000,2112051,대저1동,2644010100,대저1동,128.9539604,35.2089312,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
221211,,A,부산,부산 강서구 대저2동 2009-1,21120,강서구,2644052000,2112052,대저2동,2644010200,대저2동,128.9565762,35.1781821,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221212,이전,A,부산,부산 강서구 녹산산단 382로 49번길 39 ,21120,강서구,2644056000,2112056,녹산동,2644010900,송정동,128.8633969,35.0874342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
221212,,A,부산,부산 강서구 녹산산업중로 333,21120,강서구,2644056000,2112056,녹산동,2644010900,송정동,128.8562482,35.0959763,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
221213,이전,A,부산,부산 강서구 명지동 3513-3,21120,강서구,2644053500,2112059,명지1동,2644010400,명지동,128.9258587,35.1055695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221221,,A,부산,부산 연제구 중앙대로 1001,21130,연제구,2647069000,2113059,연산5동,2647010200,연산동,129.0753359,35.1802056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221221,,A,부산,부산 연제구 중앙대로 1065번길 14,21130,연제구,2647069000,2113059,연산5동,2647010200,연산동,129.0785929,35.1840796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
221231,,A,부산,부산 기장군 기장읍 읍내로 69,21310,기장군,2671025000,2131011,기장읍,2671025021,기장읍 동부리,129.21178,35.2460599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221233,,A,부산,부산 기장군 정관면 용수로4 ,21310,기장군,2671025600,2131013,정관읍,2671025628,정관읍 용수리,129.1800707,35.3256385,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221241,,A,부산,부산 동구 구청로 1,21030,동구,2617057000,2103057,수정2동,2617010200,수정동,129.0453821,35.129296,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
221251,,A,부산,부산 금정구 부곡로 156번길 7 ,21110,금정구,2641058000,2111058,부곡2동,2641010900,부곡동,129.0926992,35.2298332,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221253,이전,A,부산,부산 금정구 금사로 217 ,21110,금정구,2641055500,2111073,금사회동동,2641011200,회동동,129.1206911,35.2299108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221271,,A,부산,부산 수영구 광안로21번가길 57 ,21140,수영구,2650077000,2114057,광안2동,2650010400,광안동,129.1181349,35.1572385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
221271,,A,부산,부산 수영구 수영로 521번길 55,21140,수영구,2650079000,2114059,광안4동,2650010400,광안동,129.107875,35.1525464,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
221281,,A,부산,부산 서구 대신로 150 ,21020,서구,2614057000,2102057,서대신4동,2614010600,서대신동3가,129.0156968,35.1173164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
221281,이전,A,부산,부산 서구 대영로 73번길 92,21020,서구,2614053000,2102053,동대신3동,2614010300,동대신동3가,129.0172514,35.1144099,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
221282,,A,부산,부산 사상구 삼덕로 83,21150,사상구,2653061000,2115056,덕포2동,2653010300,덕포동,128.9860009,35.1738087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221283,,A,부산,부산 부산진구 개금동 208-48 ,21050,부산진구,2623076000,2105076,개금3동,2623011100,개금동,129.0229715,35.1551408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
221284,,A,부산,부산 사하구 제석로 41 ,21100,사하구,2638055000,2110055,당리동,2638010200,당리동,128.9731566,35.1055776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
